名称,类型,状态,路径,来源
波拉波拉岛,city,成功,/images/landmarks/dd3513e0bd77.jpg,baike_og
水母湖,city,成功,/images/landmarks/dcf8f5096362.jpg,bing:水母湖 城市 风景 地标
南极半岛,city,成功,/images/landmarks/5decb1fd5eea.jpg,bing:南极半岛 城市 风景 地标
德雷克海峡,city,成功,/images/landmarks/07744819b76f.jpg,baike_og
开罗,city,成功,/images/landmarks/749ca3d7fe20.jpg,bing:开罗 城市 风景 地标
卢克索,city,成功,/images/landmarks/bcda08a55c36.jpg,baike_og
阿布辛贝,city,成功,/images/landmarks/00ca42220ecf.jpg,bing:阿布辛贝 城市 风景 地标
锡瓦绿洲,city,失败-保留旧URL,https://picsum.photos/seed/115e34cee991/800/800,all_failed
马拉喀什,city,成功,/images/landmarks/d15b9f49db67.jpg,baike_og
卡萨布兰卡,city,成功,/images/landmarks/bf3da16abd47.jpg,baike_og
菲斯,city,成功,/images/landmarks/4505fbb8a0f5.jpg,baike_og
舍夫沙万,city,成功,/images/landmarks/8453825e2991.jpg,bing:舍夫沙万 城市 风景 地标
撒哈拉,city,成功,/images/landmarks/36dbc6c4c3e0.jpg,bing:撒哈拉 城市 风景 地标
丹吉尔,city,成功,/images/landmarks/ae0c12a916c0.jpg,bing:丹吉尔 城市 风景 地标
开普敦,city,成功,/images/landmarks/ba326e83fa3b.jpg,baike_og
约翰内斯堡,city,成功,/images/landmarks/f8f838f3425d.jpg,baike_og
花园大道,city,成功,/images/landmarks/9aea3dd9d722.jpg,baike_og
克鲁格国家公园,city,成功,/images/landmarks/c5b74aac4879.jpg,baike_og
内罗毕,city,成功,/images/landmarks/b9bd36cf0aca.jpg,bing:内罗毕 城市 风景 地标
马赛马拉,city,成功,/images/landmarks/724412f821ee.jpg,baike_og
桑给巴尔,city,成功,/images/landmarks/4e6233991a5d.jpg,baike_og
塞伦盖蒂,city,成功,/images/landmarks/e1469fa3760a.jpg,baike_og
乞力马扎罗,city,成功,/images/landmarks/b8a71102c2ba.jpg,bing:乞力马扎罗 城市 风景 地标
路易港,city,成功,/images/landmarks/3b1c19aec688.jpg,bing:路易港 城市 风景 地标
蓝湾,city,成功,/images/landmarks/7a1f3c8946e2.jpg,bing:蓝湾 城市 风景 地标
突尼斯城,city,成功,/images/landmarks/470a8785f96f.jpg,baike_og
蓝白小镇,city,成功,/images/landmarks/023d283cc740.jpg,baike_og
温得和克,city,成功,/images/landmarks/18b1e9e19c6c.jpg,bing:温得和克 城市 风景 地标
东城区,city,成功,/images/landmarks/346303016f6a.jpg,bing:东城区 城市 风景 地标
西城区,city,成功,/images/landmarks/c4f73bfc2665.jpg,bing:西城区 城市 风景 地标
朝阳区,city,成功,/images/landmarks/c6ab83ef445d.jpg,baike_og
海淀区,city,成功,/images/landmarks/5d466b2d7206.jpg,baike_og
丰台区,city,成功,/images/landmarks/fad6265e676c.jpg,baike_og
石景山区,city,成功,/images/landmarks/8b5b0d62cfcb.jpg,baike_og
通州区,city,成功,/images/landmarks/8b715a054b45.jpg,baike_og
大兴区,city,成功,/images/landmarks/a3518cd01ec1.jpg,baike_og
顺义区,city,成功,/images/landmarks/358bc1cfd381.jpg,baike_og
昌平区,city,失败-保留旧URL,https://picsum.photos/seed/7470a9eecdba/800/800,all_failed
房山区,city,成功,/images/landmarks/6bf79cb4a926.jpg,baike_og
门头沟区,city,成功,/images/landmarks/394002393da4.jpg,baike_og
怀柔区,city,成功,/images/landmarks/6a4a28b88d26.jpg,baike_og
平谷区,city,成功,/images/landmarks/6bf332ce1f48.jpg,baike_og
密云区,city,成功,/images/landmarks/3af45617c05d.jpg,bing:密云区 城市 风景 地标
延庆区,city,成功,/images/landmarks/5ba8823411bb.jpg,bing:延庆区 城市 风景 地标
浦东新区,city,成功,/images/landmarks/83fd8b5e39bf.jpg,bing:浦东新区 城市 风景 地标
黄浦区,city,成功,/images/landmarks/b5d3659c9642.jpg,baike_og
徐汇区,city,成功,/images/landmarks/233e24112bed.jpg,baike_og
长宁区,city,成功,/images/landmarks/ad4754659b05.jpg,baike_og
静安区,city,失败-保留旧URL,https://picsum.photos/seed/2b4874e029b8/800/800,all_failed
虹口区,city,成功,/images/landmarks/99994fd1a5e2.jpg,baike_og
杨浦区,city,成功,/images/landmarks/726fc7d42ad2.jpg,bing:杨浦区 城市 风景 地标
闵行区,city,成功,/images/landmarks/f28c2110da14.jpg,baike_og
普陀区,city,成功,/images/landmarks/9b1c64230d42.jpg,baike_og
宝山区,city,成功,/images/landmarks/2269de63558a.jpg,baike_og
嘉定区,city,成功,/images/landmarks/d4f4148b5dc5.jpg,baike_og
松江区,city,成功,/images/landmarks/2bffc15bb125.jpg,baike_og
青浦区,city,成功,/images/landmarks/b7b18382f033.jpg,baike_og
奉贤区,city,成功,/images/landmarks/80b71635ad18.jpg,baike_og
金山区,city,成功,/images/landmarks/a4383655716b.jpg,baike_og
崇明区,city,失败-保留旧URL,https://picsum.photos/seed/52e72e723475/800/800,all_failed
和平区,city,成功,/images/landmarks/d7739845d65a.jpg,baike_og
河东区,city,成功,/images/landmarks/02ae6229ee73.jpg,bing:河东区 城市 风景 地标
河西区,city,成功,/images/landmarks/3b05a0c0a44e.jpg,baike_og
南开区,city,成功,/images/landmarks/e72fc5e41c56.jpg,bing:南开区 城市 风景 地标
河北区,city,成功,/images/landmarks/0ff88b1d8977.jpg,baike_og
红桥区,city,成功,/images/landmarks/bc8bf4961f1f.jpg,bing:红桥区 city skyline lan
武清区,city,成功,/images/landmarks/b7cd5a216de9.jpg,bing:武清区 城市 风景 地标
宝坻区,city,成功,/images/landmarks/6d64854519df.jpg,baike_og
东丽区,city,成功,/images/landmarks/c3519cd4f532.jpg,bing:东丽区 城市 风景 地标
西青区,city,成功,/images/landmarks/fc698654bc8e.jpg,baike_og
津南区,city,成功,/images/landmarks/1271bbda475f.jpg,baike_og
北辰区,city,失败-保留旧URL,https://picsum.photos/seed/77fb19d13a7d/800/800,all_failed
静海区,city,成功,/images/landmarks/335fe676f0e1.jpg,bing:静海区 城市 风景 地标
宁河区,city,成功,/images/landmarks/4cc0b0f8bedd.jpg,baike_og
蓟州区,city,成功,/images/landmarks/0201aa395699.jpg,baike_og
滨海新区,city,成功,/images/landmarks/eb97f51f2262.jpg,baike_og
渝中区,city,成功,/images/landmarks/89f4eb13b673.jpg,baike_og
江北区,city,成功,/images/landmarks/f0d3fa793aec.jpg,baike_og
南岸区,city,成功,/images/landmarks/82763c8e03ad.jpg,baike_og
沙坪坝区,city,成功,/images/landmarks/dac42cf7fb7c.jpg,baike_og
九龙坡区,city,成功,/images/landmarks/ad7ec8705516.jpg,baike_og
渝北区,city,成功,/images/landmarks/829a3b42f3c0.jpg,baike_og
巴南区,city,成功,/images/landmarks/e2767bdcce86.jpg,baike_og
北碚区,city,成功,/images/landmarks/a47fd4f3bfa5.jpg,bing:北碚区 城市 风景 地标
大渡口区,city,成功,/images/landmarks/ba58ca69e519.jpg,baike_og
涪陵区,city,成功,/images/landmarks/eb8b418f7356.jpg,baike_og
万州区,city,失败-保留旧URL,https://picsum.photos/seed/2250ad402ffa/800/800,all_failed
黔江区,city,成功,/images/landmarks/f222304deffe.jpg,bing:黔江区 城市 风景 地标
长寿区,city,成功,/images/landmarks/0bfc805c670b.jpg,bing:长寿区 城市 风景 地标
江津区,city,成功,/images/landmarks/05b9b8eef0b9.jpg,baike_og
合川区,city,成功,/images/landmarks/3bd5c7773eaa.jpg,baike_og
永川区,city,成功,/images/landmarks/43806e33b6bb.jpg,bing:永川区 城市 风景 地标
中西区,city,成功,/images/landmarks/8425363bf998.jpg,baike_og
东区,city,成功,/images/landmarks/46ad89cc355d.jpg,bing:东区 城市 风景 地标
南区,city,成功,/images/landmarks/c9ccb0186aad.jpg,bing:南区 城市 风景 地标
油尖旺区,city,成功,/images/landmarks/8a07d2f09d9b.jpg,baike_og
九龙城区,city,成功,/images/landmarks/38a43c1d4e31.jpg,baike_og
黄大仙区,city,成功,/images/landmarks/a7fbda33a43a.jpg,baike_og
观塘区,city,成功,/images/landmarks/1614868bcfe2.jpg,bing:观塘区 城市 风景 地标
荃湾区,city,成功,/images/landmarks/9f82e0dca4df.jpg,baike_og
元朗区,city,成功,/images/landmarks/4fb7633fbee9.jpg,baike_og
北区,city,成功,/images/landmarks/73f21d56316e.jpg,bing:北区 城市 风景 地标
大埔区,city,成功,/images/landmarks/ee94aafaffaf.jpg,bing:大埔区 城市 风景 地标
沙田区,city,成功,/images/landmarks/c19aed4f61e1.jpg,baike_og
西贡区,city,成功,/images/landmarks/b90e6e3efcca.jpg,bing:西贡区 城市 风景 地标
葵青区,city,成功,/images/landmarks/4226afd7116e.jpg,baike_og
花地玛堂区,city,成功,/images/landmarks/7e00de1d5f26.jpg,bing:花地玛堂区 city skyline l
圣安多尼堂区,city,成功,/images/landmarks/d907b8ed36f8.jpg,baike_og
大堂区,city,成功,/images/landmarks/f3561bd6b41d.jpg,baike_og
望德堂区,city,成功,/images/landmarks/b9f6ff5370ab.jpg,bing:望德堂区 城市 风景 地标
风顺堂区,city,成功,/images/landmarks/07bfa538788c.jpg,bing:风顺堂区 城市 风景 地标
嘉模堂区,city,成功,/images/landmarks/9e914dc425b1.jpg,baike_og
路氹填海区,city,成功,/images/landmarks/1c91f6e38a79.jpg,bing:路氹填海区 城市 风景 地标
圣方济各堂区,city,成功,/images/landmarks/ca36877ef6d6.jpg,baike_og
汕头,city,成功,/images/landmarks/81937d70030e.jpg,baike_og
梅州,city,成功,/images/landmarks/82a1ca05b578.jpg,baike_og
衢州,city,成功,/images/landmarks/231b2ab9d60b.jpg,baike_og
镇江,city,成功,/images/landmarks/35d2f366077f.jpg,baike_og
绵阳,city,成功,/images/landmarks/a8f4e63b3db3.jpg,bing:绵阳 城市 风景 地标
德阳,city,成功,/images/landmarks/b8b3061b7cc8.jpg,bing:德阳 城市 风景 地标
遂宁,city,成功,/images/landmarks/0ef46b479c92.jpg,bing:遂宁 城市 风景 地标
雅安,city,成功,/images/landmarks/9c1671b23b75.jpg,bing:雅安 城市 风景 地标
鄂州,city,成功,/images/landmarks/e04d399d0ed3.jpg,bing:鄂州 城市 风景 地标
怀化,city,成功,/images/landmarks/fa78c7031651.jpg,baike_og
新乡,city,成功,/images/landmarks/01a663cafe9e.jpg,bing:新乡 城市 风景 地标
阜新,city,成功,/images/landmarks/78d09eaf8edd.jpg,baike_og
渭南,city,成功,/images/landmarks/afbf09e978ef.jpg,baike_og
汉中,city,成功,/images/landmarks/d6bc7ed248c0.jpg,bing:汉中 city skyline land
楚雄,city,成功,/images/landmarks/42ed1494a599.jpg,baike_og
铜仁,city,成功,/images/landmarks/328ef50d053f.jpg,baike_og
镇远,city,成功,/images/landmarks/b5d380cd065f.jpg,baike_og
崇左,city,成功,/images/landmarks/54cb45230417.jpg,baike_og
琼中,city,成功,/images/landmarks/8104f3de250e.jpg,baike_og
朔州,city,失败-保留旧URL,https://picsum.photos/seed/2beb0e21179b/800/800,all_failed
湾仔区,city,成功,/images/landmarks/6a174b99b961.jpg,bing:湾仔区 城市 风景 地标
深水埗区,city,成功,/images/landmarks/8d0f869e9baf.jpg,baike_og
屯门区,city,成功,/images/landmarks/ab29899a32b7.jpg,baike_og
离岛区,city,成功,/images/landmarks/1563c98270d8.jpg,bing:离岛区 城市 风景 地标
新竹,city,成功,/images/landmarks/250e45c04298.jpg,baike_og
美浓,city,失败-保留旧URL,https://picsum.photos/seed/040f1723450f/800/800,all_failed
关子岭,city,成功,/images/landmarks/f5b5c451a84a.jpg,bing:关子岭 城市 风景 地标
七星潭,city,成功,/images/landmarks/6e55a612a817.jpg,baike_og
清水断崖,city,成功,/images/landmarks/042c717cb5bc.jpg,baike_og
绿岛,city,成功,/images/landmarks/62d3f4cdad9c.jpg,baike_og
兰屿,city,成功,/images/landmarks/473282175e55.jpg,baike_og
知本,city,失败-保留旧URL,https://picsum.photos/seed/9398430d7bc1/800/800,all_failed
礁溪,city,成功,/images/landmarks/54b985cfdea2.jpg,bing:礁溪 城市 风景 地标
太平山,city,失败-保留旧URL,https://picsum.photos/seed/a5a22d9d55de/800/800,all_failed
奋起湖,city,成功,/images/landmarks/bda51678e4a9.jpg,baike_og
小琉球,city,成功,/images/landmarks/4e9255c04e90.jpg,baike_og
司马库斯,city,成功,/images/landmarks/d79a62f84cd7.jpg,bing:司马库斯 城市 风景 地标
鹿港,city,成功,/images/landmarks/bc1dff92967a.jpg,bing:鹿港 城市 风景 地标
八卦山,city,失败-保留旧URL,https://picsum.photos/seed/bf210c5612d2/800/800,all_failed
双心石沪,city,成功,/images/landmarks/72d2c20cc9e8.jpg,baike_og
定西,city,成功,/images/landmarks/9bdba8e65711.jpg,bing:定西 城市 风景 地标
呼和浩特,city,失败-保留旧URL,https://picsum.photos/seed/e8fc833958f8/800/800,all_failed
通辽,city,成功,/images/landmarks/81f4606c32f6.jpg,baike_og
阿尔山,city,成功,/images/landmarks/2357c630912d.jpg,bing:阿尔山 城市 风景 地标
茶卡盐湖,city,成功,/images/landmarks/55c7de12e31d.jpg,baike_og
济州,city,成功,/images/landmarks/9fee43150cda.jpg,baike_og
普吉岛,city,成功,/images/landmarks/93cac8010823.jpg,baike_og
苏梅岛,city,成功,/images/landmarks/117bed2a7195.jpg,baike_og
圣淘沙,city,成功,/images/landmarks/4c834fe7c53e.jpg,bing:圣淘沙 城市 风景 地标
牛车水,city,失败-保留旧URL,https://picsum.photos/seed/f7c4e55b2b33/800/800,all_failed
克拉码头,city,成功,/images/landmarks/d4a525acf61c.jpg,baike_og
怡保,city,成功,/images/landmarks/5c79c8b62a9a.jpg,baike_og
古晋,city,成功,/images/landmarks/f743bb0989e0.jpg,baike_og
停泊岛,city,成功,/images/landmarks/e111c5a738c6.jpg,baike_og
日惹,city,成功,/images/landmarks/ced8fbcbfe6e.jpg,baike_og
万隆,city,成功,/images/landmarks/9e1f2d1b46d9.jpg,baike_og
泗水,city,成功,/images/landmarks/33ffe06b86dc.jpg,bing:泗水 城市 风景 地标
棉兰,city,成功,/images/landmarks/c3a01bd87dbe.jpg,bing:棉兰 城市 风景 地标
美娜多,city,失败-保留旧URL,https://picsum.photos/seed/ff22d6e5be3c/800/800,all_failed
薄荷岛,city,成功,/images/landmarks/cbade9749852.jpg,baike_og
杜马盖地,city,失败-保留旧URL,https://picsum.photos/seed/357da132e149/800/800,all_failed
科隆,city,成功,/images/landmarks/f3e35cbdc4e2.jpg,baike_og
沙迦,city,成功,/images/landmarks/9329fbce8ee6.jpg,baike_og
拉斯海玛,city,成功,/images/landmarks/e919542759a6.jpg,bing:拉斯海玛 城市 风景 地标
班加罗尔,city,成功,/images/landmarks/01455fb881a8.jpg,baike_og
果阿,city,成功,/images/landmarks/3eab74c18d02.jpg,baike_og
金奈,city,成功,/images/landmarks/647b497ed6b0.jpg,baike_og
加尔各答,city,失败-保留旧URL,https://picsum.photos/seed/b7d2d937c3f0/800/800,all_failed
西哈努克,city,成功,/images/landmarks/bb84dcf026af.jpg,bing:西哈努克 城市 风景 地标
马德望,city,成功,/images/landmarks/0867226e5f56.jpg,bing:马德望 城市 风景 地标
贡布,city,成功,/images/landmarks/dd3c11d7f743.jpg,bing:贡布 城市 风景 地标
马累,city,成功,/images/landmarks/a88e43f1b4e1.jpg,baike_og
胡鲁马累,city,成功,/images/landmarks/51e594d06bd4.jpg,bing:胡鲁马累 城市 风景 地标
康提,city,成功,/images/landmarks/4a0462dfc721.jpg,bing:康提 城市 风景 地标
努沃勒埃利耶,city,成功,/images/landmarks/1614786c7de9.jpg,bing:努沃勒埃利耶 城市 风景 地标
锡吉里耶,city,失败-保留旧URL,https://picsum.photos/seed/02371b7fd5fa/800/800,all_failed
丹布拉,city,成功,/images/landmarks/17d842b6a67c.jpg,baike_og
美蕊沙,city,成功,/images/landmarks/22bdda08557c.jpg,bing:美蕊沙 城市 风景 地标
仰光,city,成功,/images/landmarks/3039e7ae607c.jpg,baike_og
曼德勒,city,成功,/images/landmarks/a4df38b41c2d.jpg,bing:曼德勒 城市 风景 地标
蒲甘,city,成功,/images/landmarks/f6550165961e.jpg,baike_og
茵莱湖,city,成功,/images/landmarks/a322dce48479.jpg,baike_og
万荣,city,成功,/images/landmarks/8b348a3d7d00.jpg,bing:万荣 城市 风景 地标
巴色,city,成功,/images/landmarks/681a3bf1d605.jpg,baike_og
奇特旺,city,成功,/images/landmarks/34914170cf0e.jpg,bing:奇特旺 城市 风景 地标
蓝毗尼,city,成功,/images/landmarks/24e446756ab0.jpg,bing:蓝毗尼 城市 风景 地标
安塔利亚,city,成功,/images/landmarks/98cbf97041b0.jpg,bing:安塔利亚 城市 风景 地标
伊兹密尔,city,成功,/images/landmarks/85925d3efbc0.jpg,bing:伊兹密尔 城市 风景 地标
安卡拉,city,成功,/images/landmarks/5ebced339231.jpg,bing:安卡拉 城市 风景 地标
费特希耶,city,成功,/images/landmarks/d2029906097f.jpg,baike_og
特拉维夫,city,成功,/images/landmarks/026cfc7eef58.jpg,bing:特拉维夫 城市 风景 地标
海法,city,成功,/images/landmarks/b7f229261185.jpg,baike_og
安曼,city,成功,/images/landmarks/b170383d0610.jpg,baike_og
瓦迪拉姆,city,成功,/images/landmarks/b1f67a2edbc7.jpg,bing:瓦迪拉姆 城市 风景 地标
亚喀巴,city,成功,/images/landmarks/a5d344b32931.jpg,baike_og
罗滕堡,city,成功,/images/landmarks/9dd167662511.jpg,baike_og
楚格峰,city,成功,/images/landmarks/f1a21482e0c9.jpg,baike_og
故宫,attraction,成功,/images/landmarks/3f08d9a555bd.jpg,bing:故宫 景点 风景
天安门广场,attraction,成功,/images/landmarks/eb8cccd7e779.jpg,baike_og
长城,attraction,成功,/images/landmarks/592c5cd94486.jpg,bing:长城 景点 风景
颐和园,attraction,成功,/images/landmarks/fc901344d494.jpg,baike_og
天坛,attraction,成功,/images/landmarks/2c3eaadb0e21.jpg,baike_og
圆明园,attraction,成功,/images/landmarks/208f376e9712.jpg,baike_og
鸟巢水立方,attraction,成功,/images/landmarks/301d237cfffd.jpg,bing:鸟巢水立方 景点 风景
南锣鼓巷,attraction,成功,/images/landmarks/d50f3ec2be32.jpg,baike_og
798艺术区,attraction,成功,/images/landmarks/a8dc7f6114f5.jpg,baike_og
十三陵,attraction,成功,/images/landmarks/566d5a1a41f3.jpg,bing:十三陵 景点 风景
北海公园,attraction,成功,/images/landmarks/3e59bb7952be.jpg,bing:北海公园 景点 风景
恭王府,attraction,成功,/images/landmarks/078924a88544.jpg,bing:恭王府 景点 风景
雍和宫,attraction,成功,/images/landmarks/7512f77543a7.jpg,baike_og
环球影城,attraction,失败-保留旧URL,https://picsum.photos/seed/3563957e5c0c/800/800,all_failed
香山公园,attraction,成功,/images/landmarks/c3337b6aff59.jpg,bing:香山公园 景点 风景
国家博物馆,attraction,成功,/images/landmarks/abbc63de5d46.jpg,baike_og
外滩,attraction,成功,/images/landmarks/9905183c573a.jpg,bing:外滩 景点 风景
东方明珠,attraction,成功,/images/landmarks/29fe9eef4322.jpg,bing:东方明珠 景点 风景
迪士尼乐园,attraction,成功,/images/landmarks/0c0d108475c6.jpg,baike_og
豫园,attraction,成功,/images/landmarks/21c7087c4b07.jpg,baike_og
南京路步行街,attraction,成功,/images/landmarks/742cb6328a67.jpg,baike_og
田子坊,attraction,成功,/images/landmarks/ff137b6a4406.jpg,baike_og
新天地,attraction,成功,/images/landmarks/63046a4c4161.jpg,baike_og
上海博物馆,attraction,成功,/images/landmarks/91d38cbec297.jpg,bing:上海博物馆 景点 风景
朱家角古镇,attraction,失败-保留旧URL,https://picsum.photos/seed/89b5a4995bce/800/800,all_failed
陆家嘴,attraction,成功,/images/landmarks/ed1037b2e2e2.jpg,baike_og
世博园,attraction,成功,/images/landmarks/5a0863813fbc.jpg,bing:世博园 景点 风景
武康路,attraction,成功,/images/landmarks/a33059051c47.jpg,baike_og
静安寺,attraction,成功,/images/landmarks/5152caf88c3b.jpg,baike_og
龙华寺,attraction,成功,/images/landmarks/68cf72f0dce6.jpg,baike_og
上海野生动物园,attraction,成功,/images/landmarks/60ac548725f7.jpg,bing:上海野生动物园 景点 风景
天津之眼,attraction,成功,/images/landmarks/7d3bc88ece8c.jpg,bing:天津之眼 景点 风景
五大道,attraction,成功,/images/landmarks/c66c5964ab9f.jpg,bing:五大道 景点 风景
古文化街,attraction,成功,/images/landmarks/b6c0f39cb2d3.jpg,baike_og
盘山,attraction,失败-保留旧URL,https://picsum.photos/seed/09e9dae13b0e/800/800,all_failed
意式风情区,attraction,成功,/images/landmarks/27b8368d953b.jpg,bing:意式风情区 景点 风景
瓷房子,attraction,成功,/images/landmarks/b175e264a347.jpg,bing:瓷房子 景点 风景
海河游船,attraction,成功,/images/landmarks/464a3ec98a7e.jpg,baike_og
天津欢乐谷,attraction,成功,/images/landmarks/6f2640789007.jpg,baike_og
泰达航母主题公园,attraction,成功,/images/landmarks/7ef0a16d6512.jpg,bing:泰达航母主题公园 景点 风景
黄崖关长城,attraction,成功,/images/landmarks/72854665ef3a.jpg,baike_og
杨柳青古镇,attraction,成功,/images/landmarks/513b92681ee2.jpg,bing:杨柳青古镇 景点 风景
洪崖洞,attraction,成功,/images/landmarks/ee6beeafb829.jpg,baike_og
磁器口,attraction,成功,/images/landmarks/ff9dcd0e21d5.jpg,baike_og
解放碑,attraction,成功,/images/landmarks/201a85c0dcf2.jpg,bing:解放碑 景点 风景
武隆天生三桥,attraction,成功,/images/landmarks/fbff136bcc03.jpg,bing:武隆天生三桥 景点 风景
大足石刻,attraction,成功,/images/landmarks/32725e1b70e1.jpg,baike_og
长江索道,attraction,成功,/images/landmarks/777565b971f5.jpg,baike_og
南山一棵树,attraction,成功,/images/landmarks/20d2cb745905.jpg,bing:南山一棵树 景点 风景
仙女山,attraction,成功,/images/landmarks/daf60dea5831.jpg,baike_og
酉阳桃花源,attraction,成功,/images/landmarks/74fd99fcd6de.jpg,baike_og
黑山谷,attraction,成功,/images/landmarks/8985653dc589.jpg,baike_og
金佛山,attraction,成功,/images/landmarks/4fa6247559b5.jpg,baike_og
丰都鬼城,attraction,成功,/images/landmarks/fdffdc4323fa.jpg,bing:丰都鬼城 景点 风景
白帝城,attraction,失败-保留旧URL,https://picsum.photos/seed/ab37f7a9cd3a/800/800,all_failed
龚滩古镇,attraction,成功,/images/landmarks/919150e70270.jpg,bing:龚滩古镇 landmark travel
丹霞山,attraction,成功,/images/landmarks/d2e700b6ef30.jpg,baike_og
白云山,attraction,成功,/images/landmarks/6e104cc2b602.jpg,baike_og
长隆欢乐世界,attraction,成功,/images/landmarks/cf9eaf04c0a3.jpg,bing:长隆欢乐世界 景点 风景
深圳世界之窗,attraction,成功,/images/landmarks/7865b609362c.jpg,baike_og
欢乐谷,attraction,成功,/images/landmarks/0c737027a611.jpg,bing:欢乐谷 景点 风景
珠海长隆海洋王国,attraction,成功,/images/landmarks/b500ed2d0e65.jpg,bing:珠海长隆海洋王国 景点 风景
惠州西湖,attraction,成功,/images/landmarks/fd5b94aafdbb.jpg,baike_og
开平碉楼,attraction,成功,/images/landmarks/9441052a3ac7.jpg,baike_og
鼎湖山,attraction,成功,/images/landmarks/2e3a25599082.jpg,baike_og
七星岩,attraction,成功,/images/landmarks/f00878deaabe.jpg,baike_og
南澳岛,attraction,成功,/images/landmarks/eef02065f7a1.jpg,bing:南澳岛 景点 风景
海陵岛,attraction,成功,/images/landmarks/aee7f5be8e2f.jpg,baike_og
万绿湖,attraction,成功,/images/landmarks/0a163ec8ba3d.jpg,baike_og
罗浮山,attraction,成功,/images/landmarks/ab04777ff971.jpg,baike_og
西樵山,attraction,成功,/images/landmarks/a8584a96973e.jpg,bing:西樵山 景点 风景
西湖,attraction,成功,/images/landmarks/4b9a47ad501e.jpg,bing:西湖 景点 风景
灵隐寺,attraction,成功,/images/landmarks/577d5fc8441e.jpg,baike_og
千岛湖,attraction,失败-保留旧URL,https://picsum.photos/seed/6952b2a6cb11/800/800,all_failed
乌镇,attraction,成功,/images/landmarks/d642e8b845bb.jpg,bing:乌镇 景点 风景
西塘,attraction,成功,/images/landmarks/f8fc9b24efc1.jpg,baike_og
普陀山,attraction,成功,/images/landmarks/7fc63acd2e73.jpg,bing:普陀山 景点 风景
雁荡山,attraction,成功,/images/landmarks/7056873c8005.jpg,bing:雁荡山 景点 风景
横店影视城,attraction,成功,/images/landmarks/731759c863ed.jpg,baike_og
莫干山,attraction,成功,/images/landmarks/40f8d5abd0f0.jpg,bing:莫干山 景点 风景
南浔古镇,attraction,成功,/images/landmarks/8810b524f865.jpg,bing:南浔古镇 景点 风景
钱塘江潮,attraction,成功,/images/landmarks/c4cd374ca9ab.jpg,baike_og
雪窦山,attraction,成功,/images/landmarks/ed9f41ce0069.jpg,baike_og
天台山,attraction,成功,/images/landmarks/5b5f123e2311.jpg,baike_og
神仙居,attraction,成功,/images/landmarks/322f67758869.jpg,baike_og
楠溪江,attraction,成功,/images/landmarks/306dcb1fbc75.jpg,bing:楠溪江 景点 风景
江郎山,attraction,成功,/images/landmarks/b8c0792547d2.jpg,baike_og
中山陵,attraction,成功,/images/landmarks/e318ae576c73.jpg,baike_og
夫子庙,attraction,成功,/images/landmarks/8425f17177c9.jpg,baike_og
拙政园,attraction,成功,/images/landmarks/db3cab7c63a8.jpg,baike_og
周庄,attraction,成功,/images/landmarks/2607b392b4f9.jpg,baike_og
太湖,attraction,成功,/images/landmarks/29f92e15ce2b.jpg,baike_og
瘦西湖,attraction,成功,/images/landmarks/32e459365a85.jpg,baike_og
灵山大佛,attraction,成功,/images/landmarks/a0bcfff0ebda.jpg,bing:灵山大佛 景点 风景
花果山,attraction,成功,/images/landmarks/f98e2808653d.jpg,bing:花果山 景点 风景
金山寺,attraction,成功,/images/landmarks/3ce432d16022.jpg,baike_og
鼋头渚,attraction,成功,/images/landmarks/68dc03f8d464.jpg,baike_og
同里古镇,attraction,成功,/images/landmarks/7b563877b790.jpg,baike_og
虎丘,attraction,成功,/images/landmarks/03b92ed40459.jpg,bing:虎丘 景点 风景
寒山寺,attraction,成功,/images/landmarks/dc2708e0696c.jpg,bing:寒山寺 景点 风景
明孝陵,attraction,成功,/images/landmarks/a342daa3dcec.jpg,bing:明孝陵 景点 风景
环球恐龙城,attraction,成功,/images/landmarks/ccd9f45ec4a6.jpg,baike_og
天目湖,attraction,失败-保留旧URL,https://picsum.photos/seed/8be8eba28b6b/800/800,all_failed
九寨沟,attraction,成功,/images/landmarks/c06ee7552e4d.jpg,baike_og
峨眉山,attraction,成功,/images/landmarks/17b0880ae636.jpg,baike_og
乐山大佛,attraction,成功,/images/landmarks/9be9c950fed5.jpg,baike_og
都江堰,attraction,成功,/images/landmarks/459413fa7eb6.jpg,bing:都江堰 景点 风景
青城山,attraction,成功,/images/landmarks/6f44149671d6.jpg,baike_og
稻城亚丁,attraction,成功,/images/landmarks/7ee97122a744.jpg,baike_og
黄龙,attraction,成功,/images/landmarks/69d03f08213b.jpg,baike_og
熊猫基地,attraction,成功,/images/landmarks/62043bf193ac.jpg,bing:熊猫基地 景点 风景
宽窄巷子,attraction,成功,/images/landmarks/ff0e3e8f81b4.jpg,baike_og
锦里,attraction,成功,/images/landmarks/facb4924dc92.jpg,bing:锦里 景点 风景
武侯祠,attraction,成功,/images/landmarks/65d8439100a2.jpg,baike_og
杜甫草堂,attraction,成功,/images/landmarks/2e7282cdf3f0.jpg,baike_og
色达,attraction,成功,/images/landmarks/11c678d60029.jpg,baike_og
海螺沟,attraction,失败-保留旧URL,https://picsum.photos/seed/4d792263b203/800/800,all_failed
四姑娘山,attraction,成功,/images/landmarks/bb93bbf2547a.jpg,bing:四姑娘山 景点 风景
若尔盖草原,attraction,成功,/images/landmarks/f8cb4024080c.jpg,baike_og
